FP,isFake,SET
../data/anti-deepfake-data and code/data/authentic/Beijing/5_12409_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/31_12417_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10454_22998.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10490_23002.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/22_22868_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/21_22879_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10494_22981.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10467_22978.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/21_22878_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/15_12422_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/26_22908_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/11_12425_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/17_12417_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10461_22987.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10461_22969.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10454_22960.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10465_23000.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10470_22998.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/12_12432_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10459_22988.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10473_22973.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10471_23002.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10462_22995.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10480_22990.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/23_22866_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10459_23005.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/11_22874_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10482_22985.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10458_22973.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10471_22974.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10461_22962.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/25_12415_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10488_22970.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10469_22982.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10465_23005.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10457_22966.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/12_22864_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10493_22964.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/2_12430_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10475_22973.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10472_22967.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10466_22970.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/15_12424_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10483_22969.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10467_22981.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/19_22889_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10459_22978.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10473_22971.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10475_22966.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10465_22992.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10488_23002.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10476_22984.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10468_23001.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10480_22975.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10479_22992.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10458_22997.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10492_22987.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_22994.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10462_23004.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10474_22985.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10462_23001.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10463_22985.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10495_22966.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10472_22965.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10474_22973.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10482_22990.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10465_23001.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/30_22904_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10475_22962.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10477_22994.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10494_22970.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10465_22971.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10487_22994.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10481_22998.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10478_22961.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10459_22973.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10488_22994.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/33_12420_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10473_22996.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10491_22996.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10484_22991.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_22961.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10480_22995.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10467_22991.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10463_22978.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10468_23005.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10478_22985.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10492_22961.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10493_22985.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10471_22983.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10483_22972.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/25_12412_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10491_22985.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10494_22977.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10473_22998.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10466_22988.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/21_22905_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10470_22993.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10495_22979.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10481_22960.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10465_22960.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/19_22887_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10483_23006.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10487_22960.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10469_22980.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/16_12413_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10492_22982.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10482_22986.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10474_23003.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10466_22987.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10495_22965.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/10_12411_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/6_12402_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/20_12420_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10488_22963.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10470_22986.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10461_22965.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10465_22959.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10464_22990.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10480_22971.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10458_22986.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10455_23005.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/21_22867_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10454_22982.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10479_22989.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10490_23006.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10491_22965.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/28_12410_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10487_22977.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10484_22960.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10476_23002.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10490_23000.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/21_22911_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/26_22900_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/21_22898_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/24_22898_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_22996.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10456_22993.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/18_12420_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/28_22890_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10485_22972.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10483_22973.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10480_22996.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/19_12411_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10464_22985.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10484_22991.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10478_22994.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10461_22963.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10491_22972.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/29_12432_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10465_22996.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/3_12419_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/23_22902_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10479_22997.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10469_22964.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10462_22989.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/28_22886_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10483_22998.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/25_12428_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_22972.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10458_22976.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10478_22966.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10485_22975.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10469_22997.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10459_22991.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10493_22980.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10486_22987.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10481_22993.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10466_22971.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10489_22969.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10492_22981.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10457_23002.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10469_22976.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10473_23003.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10463_22991.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10457_22983.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/20_12434_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10484_22965.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10473_22959.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10494_23001.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10485_22959.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10473_22999.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10491_22970.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10490_22993.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10466_23004.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10471_22976.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10463_23003.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10488_22987.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10458_22971.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10475_22965.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10455_22976.jpg,1,train
